0,Sentiment,neg,neu,pos,compound
: #memecontest 🥂 #base,Neutro,0.0,1.0,0.0,0.0
starting to look a bit cooked here needs to hold here or i think we can expect a deeper correction for now —> playing cautiously and i have bidded the recent strong performers on this pull back but if  lose here i suggest being a bit cautious,Negativo,0.113,0.81,0.078,-0.3818
feels like they are  doing everything in their power to shake you out before the big move happens#bitcoin,Positivo,0.084,0.792,0.124,0.2023
#bitcoin open interest by it  5 biggest exchanges.cme recently leading the charge closely followed by binance.still crazy to see the futures interest on cme rise so much in such a short time span. shows a lot of institutional interest in trading .,Positivo,0.053,0.749,0.198,0.765
"to ,000 one more time then a 10 year bullrun to ,000 per coin",Neutro,0.0,1.0,0.0,0.0
just to highlightwelcome > [](>  is under res here...to jump into other leveraged positions i will wait...overnight i will never risk...simply a smart strategy,Negativo,0.106,0.894,0.0,-0.3089
"slap yourself if you fomo would  instead of bidding. never chase via market orders or small buys just to scale in so you dont ""miss out""",Positivo,0.0,0.879,0.121,0.3199
just gotta hold through this stuff imo,Neutro,0.0,1.0,0.0,0.0
scooped some  on this liquidity grab barely flinched during this dump —> and one of the strongest alts in the market last few days,Negativo,0.108,0.789,0.104,-0.0258
+5% on the day,Neutro,0.0,1.0,0.0,0.0
it  time in next 24h,Neutro,0.0,1.0,0.0,0.0
"time for the annual christmas pfp 55 days until the  etf penguin is checking his list and checking it twicemany special deliveries coming to an inbox near you, right before xmas",Positivo,0.0,0.917,0.083,0.4019
#bitcoin printing the same bear div pattern on the daily chart for the 3rd time this year 🧐short-term correction is welcome 📉,Positivo,0.0,0.87,0.13,0.4588
showing good strength vs btc today.,Positivo,0.0,0.396,0.604,0.7269
"for anyone that thinks i'm on the left, my performance in 2024 will make you see i'm on the right. too many haters and too many doubters lately. i'm doing this for myself, but everyone getting in the way is just collateral damage. #btc",Negativo,0.164,0.836,0.0,-0.7935
"#bitcoin trading well above it  bull market support band which, in previous cycles, supported  throughout it  strongest bull trends.",Positivo,0.0,0.6,0.4,0.8402
"by the way, notice how  tested the  line perfectly again... same on  today, same on so many..",Positivo,0.0,0.792,0.208,0.6369
"yeah, not a great candle...",Negativo,0.44,0.267,0.294,-0.2718
#bitcoin - bear div playing out as that explosive move yesterday did not  have much movement on obv. now the trendline being tested again with price and obv,Positivo,0.0,0.935,0.065,0.2023
its time,Neutro,0.0,1.0,0.0,0.0
this is legit  i think that in a week we will have this movement,Neutro,0.0,1.0,0.0,0.0
- was nice enough to hit the target before coming back down.,Positivo,0.0,0.781,0.219,0.4215
"warning signs starting to flash on sol ltf . shared this macro  video update in the private group but i have been a big sol bull on here so only seems fair to share here aswell.   if you find value in these, consider using my bybit ref link below…",Positivo,0.032,0.764,0.204,0.8499
pretty significant bear divergence here on daily,Positivo,0.0,0.5,0.5,0.6124
relative strength compared to the rest of the market and obv looking strong as price starts to break consolidation,Positivo,0.0,0.723,0.277,0.7579
#bitcoin we do have a lot of confluence around this region where price has bounced before this month.this diagonal support + monthly vwap have proven to support price rather well. whether it holds or not i have no idea.let  see if this time is any different.,Positivo,0.0,0.806,0.194,0.812
#bitcoin / we are  just shaking out bulls with no conviction and trapping a few more bears before the send to .,Negativo,0.187,0.813,0.0,-0.4404
"buying  heavy if we get the dip down below ,500 - ,600 big gift if we get that",Positivo,0.0,0.847,0.153,0.4404
once i see something like this i go back into defence mode. a signal like that doesn’t necessarily mean it’s the exact top. it simple shows that buyers are likely exhausted and we might see a larger correction so shorts are favoured over longs in the short term at least.> [](> #btc,Positivo,0.045,0.753,0.202,0.7759
once i see something like this i go back into defence mode. a signal like that doesn’t necessarily mean it’s the exact top. it simply shows that buyers are likely exhausted and we might see a larger correction so shorts are favoured over longs in the short term at least.> [](> #btc,Positivo,0.045,0.753,0.202,0.7759
"weeklynice compression, looks ready for a move soon, will look to buy the breakout/weekly cloud entry or another tap of range lows",Positivo,0.077,0.815,0.107,0.1779
"weeklysame setupcompression, waiting for weekly could entry/breakout or another tap of range lows",Negativo,0.13,0.87,0.0,-0.2023
shorts going to get bonked again.,Neutro,0.0,1.0,0.0,0.0
we simply left curve bid  for financial freedom,Positivo,0.0,0.625,0.375,0.6369
looking a lil heavyi might consider placing some bids in the 4hr discount zone > [](>  can you do a pepe setup as well? just curious,Positivo,0.0,0.827,0.173,0.5267
"small #bitcoin fractal, yet not unimportant perhaps.time will tell.(h/t )",Positivo,0.0,0.803,0.197,0.2411
"vs it may not be what you want to hear, but dogecoin looks primed to continue to outpace the frog coin",Positivo,0.0,0.946,0.054,0.0387
,Neutro,0.0,0.0,0.0,0.0
,Neutro,0.0,0.0,0.0,0.0
flirting with multi month range peaks,Positivo,0.0,0.735,0.265,0.2023
reclaiming + and going to new ath’s this is going much higher soon 🤝 impressive,Positivo,0.0,0.784,0.216,0.5106
,Neutro,0.0,0.0,0.0,0.0
: another entry citadel  #memecontest a #base native hyperfunctional dex and launchpad built prioritizing in…,Neutro,0.0,1.0,0.0,0.0
!!,Neutro,0.0,1.0,0.0,0.0
time soon.i am just the messenger.gm,Neutro,0.0,1.0,0.0,0.0
seems  is leaving the station atleast. marketcap is 27 mil. 🤝🔮💥 > [](> tokens that are still in a buyzone and likely to trade higher the coming months.> >  trades at 0.13 now>  trades at 0.019>  trades at 2.20>  trades at 0.20> > will come back to this tweet in a few weeks,Neutro,0.0,1.0,0.0,0.0
"buybacks from revnue 🔮> [](> (1/3) #zigdao continues the fortnightly buyback & burn program! buying #zig from the market using protocol revenue, turning  deflationary!🚀🚀> > 1,532,363 zig bought for ~,157 & burnt!🔥> > total zigs burnt to date: 16,669,867 zigs! 💪> > blog: > > #zignaly",Neutro,0.0,1.0,0.0,0.0
"sure, the price action has been all over the place, but structurally, nothing has changed.continuous higher lows & higher highs, while never taking out a single bit of liquidity.somebody is bidding, hard. #bitcoin",Negativo,0.114,0.837,0.049,-0.2846
"21 day range break on  right now, i think this might have legs especially while btc does sweet fuck all and trade sideways.trading this on bybit",Negativo,0.119,0.78,0.102,-0.128
"glad we kept it a secret.  📈 > [](>  turned out to be the safe haven. > > also, why does nobody mention the 3d doge/btc bullish divergence? this will be our lil secret. don‘t tell nobody….",Positivo,0.0,0.836,0.164,0.7096
everything is going to plan.be patient my friends.#bitcoin,Neutro,0.0,1.0,0.0,0.0
: we are  thrilled to share the exciting news of the launch of our pre-configured #eth #node ! setting up your node is now…,Positivo,0.0,0.689,0.311,0.8221
"as i have  told you several times, 0.25 is a tough resistance to overcome... we have  been trying for several days let  get over it and it will be sent higher imo update",Negativo,0.048,0.952,0.0,-0.128
"#bitcoin is a bit of a one-trick pony, but i do not  mind that.history repeating once again 👇🏽📈",Neutro,0.0,1.0,0.0,0.0
": in the face of market volatility,  is thriving. by mid-november, zignaly generated over ,000 in revenue, intendi…",Neutro,0.0,1.0,0.0,0.0
"gold over 3000 usd and there is nothing you can do to stop it. pretty massive here with a (roughly) 3 year reaccumulation coming to an end.as usual, #bitcoin outperformance with a wide margin.either way, this breakout can be one of these catalysts.#gold",Positivo,0.051,0.876,0.074,0.25
#bitcoin  higher-timeframe market structure flipped bullish at the start of the year and has not turned bearish since.up next: forming another higher low.,Negativo,0.087,0.913,0.0,-0.2732
"someone told me  was pumping, would be a shame if....",Negativo,0.279,0.721,0.0,-0.4767
longed #btc at .3k. 🔥,Neutro,0.0,1.0,0.0,0.0
strategy and key level,Neutro,0.0,1.0,0.0,0.0
: warning signs starting to flash on sol ltf . shared this macro  video update in the private group but i have bee…,Neutro,0.079,0.841,0.079,0.0
liquidate me baby#bitcoin,Neutro,0.0,1.0,0.0,0.0
:   4h chart,Neutro,0.0,1.0,0.0,0.0
good luck whoever aped inothers do not  fomo wait for the next one 🤞> [](>  > > ▫️ 25k to 100k 🚀🚀 (4x)> >,Positivo,0.0,0.763,0.237,0.7096
a slight spot premium has returned on .,Neutro,0.0,1.0,0.0,0.0
what would  you guys do to  while i was asleep? 😂😥🤣,Neutro,0.0,1.0,0.0,0.0
": #learnwithnoan✍️what is #dao?▫️ decentralized autonomous organization 👇📝let me know in the comments, what do you…",Neutro,0.0,1.0,0.0,0.0
"ha ha 😂😂> [](>  said we should  always earn and learn, meanwhile  is giving me both vibes🚀> > #base",Positivo,0.0,0.676,0.324,0.7351
slowly but steadyremember buy low. sell high.,Negativo,0.306,0.694,0.0,-0.3919
my view on #bitcoin. ca not  make it easier than this range.pretty clear which levels are most important here being the ~.7k low and ~ high.anything in between will be choppy.get up to a  bonus on bybit:🔗,Positivo,0.104,0.704,0.192,0.5805
where i am looking to load up on,Neutro,0.0,1.0,0.0,0.0
gmhaving a hard time with resistance...never great,Positivo,0.147,0.421,0.432,0.5719
"the ticker is > [](> ba sing se is now a safe place once more.> >  has exterminated all snakes, racoons and weasel jeets from our sacred land.> > the journey to .42 has officially begun.",Positivo,0.0,0.914,0.086,0.4404
": major update:  to  token swap! 🪙  virtua evolves into vanar, leading the charge in ultra-low cost transactions…",Neutro,0.0,1.0,0.0,0.0
first dma 20 tag since .50 range,Neutro,0.0,1.0,0.0,0.0
4h fake breakout i'm out for the weekend.,Negativo,0.307,0.693,0.0,-0.4767
has literally been down only since black rock filed for a spot etf,Neutro,0.0,1.0,0.0,0.0
plan if i get it,Neutro,0.0,1.0,0.0,0.0
"kind of a local bottom, test, then retest...",Neutro,0.0,1.0,0.0,0.0
has not been doing much the past couple of weeks.this one tends to perform well if btc is strong and goes on a solo run. so keep an eye out for when that happens as this is often one of the few alts that keep up when that happens.,Positivo,0.0,0.895,0.105,0.6597
:  /  is on the verge of sending above htf resistance.00+ is  a magnet,Neutro,0.0,1.0,0.0,0.0
we had so much time to buy  going sideways down here but no one was even talking about it,Negativo,0.135,0.865,0.0,-0.4215
game theory visualized  > [](> here’s a simple thesis. game theory> > 49 days until etf > > many sidelined people > > each passing day = more pressure to allocate as the clock ticks > > dips possible. but the window is closing > > will it be a local top? maybe. will it be the beginning of substantial multi decades of…,Positivo,0.033,0.884,0.083,0.3926
"give my humble fren a follow> [](> : i will  be honest, i did not  really expect this type of price action when breaking thru that 38k level. 40k is the next level up but i wanted to see some more power/push/volume/etc. maybe it was not  necessary.> > all in all, spidey senses are going off, not sure why. #bitcoin",Negativo,0.043,0.919,0.038,-0.0754
"here  a prediction,  flips  in marketcap by end of year. blue arrow is where  is at when it has revenue share, reduced fees for holding, and doing almost a million in volume otc. the other is a meme that does nothing but copy elon and runs on hype and delusion",Positivo,0.0,0.966,0.034,0.1531
": another revenue share model!🔥this time for our metaverse-maker, !also adds another use case to our alread…",Positivo,0.0,0.843,0.157,0.4184
: a bit surprised we have not  seen  make any big moves yet.a return back to the 2023 highs feels programmed from here.…,Positivo,0.0,0.913,0.087,0.2263
,Neutro,0.0,0.0,0.0,0.0
finally  #pepecommunity,Neutro,0.0,1.0,0.0,0.0
#grok ltf bullish structureas long as it makes higher lows i will be holding this,Negativo,0.122,0.878,0.0,-0.2023
#bitcoin i did not share about the cme open/close this weekend due to the reason stated on the chart. this is a message from friday.whenever  is in a strong trend (up or down) and especially when it  trading at yearly highs or price discovery. you tend to have these…,Positivo,0.038,0.895,0.067,0.3425
